id,status,asset_type,chapter_number,chapter_title,paragraph_index,placeholder,nearby_context,prompt,manual_input_required,notes
ASSET-093,ready_for_generation,travel_budget_planner,13,Food & Coffee in Hanoi,1178,[Travel Planner / Budget Planner Placeholder],Café Recommendations | Restaurant Comparison | Budget Guide,"Vietnam Adventure 2026 travel handbook. Context: Chapter 13: Food & Coffee in Hanoi. Nearby handbook content: Café Recommendations | Restaurant Comparison | Budget Guide. Create a printable trip-and-budget planning worksheet with realistic empty fields for dates, transport, accommodation, meals, activities, and contingency.",False,Create as a printable planning worksheet.
ASSET-094,ready_for_generation,hero_image,13,Food & Coffee in Hanoi,1195,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Plan a daily meal budget. | CHAPTER 13 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 13: Food & Coffee in Hanoi. Nearby handbook content: Budget Tip | Plan a daily meal budget. | CHAPTER 13 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-095,ready_for_generation,hero_image,14,Shopping & Pasalubong in Hanoi,1227,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 14 | Shopping & Pasalubong in Hanoi | ""The best souvenirs are the ones that preserve memories long after the journey ends.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: CHAPTER 14 | Shopping & Pasalubong in Hanoi | ""The best souvenirs are the ones that preserve memories long after the journey ends."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-096,ready_for_generation,navigation_panel,14,Shopping & Pasalubong in Hanoi,1231,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Shopping & Pasalubong in Hanoi | ""The best souvenirs are the ones that preserve memories long after the journey ends."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: Shopping & Pasalubong in Hanoi | ""The best souvenirs are the ones that preserve memories long after the journey ends."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-097,ready_for_generation,icon_set,14,Shopping & Pasalubong in Hanoi,1234,[Icon Set Placeholder],"Hanoi offers a rewarding blend of traditional markets and modern shopping centers. This chapter helps you plan purchases efficiently so shopping complements, rather than interrupts, the itinerary. | Quick Facts | Introduction to Shopping in Hanoi","Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: Hanoi offers a rewarding blend of traditional markets and modern shopping centers. This chapter helps you plan purchases efficiently so shopping complements, rather than interrupts, the itinerary. | Quick Facts | Introduction to Shopping in Hanoi. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-098,ready_for_generation,hero_image,14,Shopping & Pasalubong in Hanoi,1250,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Consider air-conditioned shopping venues for longer visits. | CHAPTER 14 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: Senior-Friendly Advice | Consider air-conditioned shopping venues for longer visits. | CHAPTER 14 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-099,ready_for_generation,hero_image,14,Shopping & Pasalubong in Hanoi,1267,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Compare prices before buying and keep cash for market purchases. | CHAPTER 14 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: Budget Tip | Compare prices before buying and keep cash for market purchases. | CHAPTER 14 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-100,ready_for_generation,travel_budget_planner,14,Shopping & Pasalubong in Hanoi,1272,[Travel Planner / Budget Planner Placeholder],Clothing & Textiles | Shopping Comparison | Budget Planning,"Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: Clothing & Textiles | Shopping Comparison | Budget Planning. Create a printable trip-and-budget planning worksheet with realistic empty fields for dates, transport, accommodation, meals, activities, and contingency.",False,Create as a printable planning worksheet.
ASSET-101,ready_for_generation,packing_planner,14,Shopping & Pasalubong in Hanoi,1279,[Packing Planner Placeholder],• Know your spending limit. | • Accept fixed prices in malls. | Packing Pasalubong,"Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: • Know your spending limit. | • Accept fixed prices in malls. | Packing Pasalubong. Create a printable packing checklist organized by essentials, clothing, health, technology, and documents. Keep all entries relevant to this chapter.",False,Create as a printable checklist worksheet.
ASSET-102,ready_for_generation,hero_image,14,Shopping & Pasalubong in Hanoi,1295,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Reserve part of your budget for last-minute purchases. | CHAPTER 14 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: Budget Tip | Reserve part of your budget for last-minute purchases. | CHAPTER 14 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-103,ready_for_generation,travel_budget_planner,14,Shopping & Pasalubong in Hanoi,1312,[Travel Planner / Budget Planner Placeholder],• Shop toward the end of the trip. | • Compare prices politely. | • Budget before purchasing.,"Vietnam Adventure 2026 travel handbook. Context: Chapter 14: Shopping & Pasalubong in Hanoi. Nearby handbook content: • Shop toward the end of the trip. | • Compare prices politely. | • Budget before purchasing.. Create a printable trip-and-budget planning worksheet with realistic empty fields for dates, transport, accommodation, meals, activities, and contingency.",False,Create as a printable planning worksheet.
ASSET-104,ready_for_generation,hero_image,15,Final Day & Departure from Vietnam,1328,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 15 | Final Day & Departure from Vietnam | ""Every great journey ends with memories carefully packed for the trip home.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: CHAPTER 15 | Final Day & Departure from Vietnam | ""Every great journey ends with memories carefully packed for the trip home."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-105,ready_for_generation,navigation_panel,15,Final Day & Departure from Vietnam,1332,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Final Day & Departure from Vietnam | ""Every great journey ends with memories carefully packed for the trip home."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: Final Day & Departure from Vietnam | ""Every great journey ends with memories carefully packed for the trip home."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-106,ready_for_generation,icon_set,15,Final Day & Departure from Vietnam,1335,[Icon Set Placeholder],"The final day is designed to be calm and organized. Begin with a relaxed breakfast, complete hotel formalities, and leave ample time for airport procedures so your journey home is as comfortable as the adventure itself. | Quick Facts | Introduction to the Final Day","Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: The final day is designed to be calm and organized. Begin with a relaxed breakfast, complete hotel formalities, and leave ample time for airport procedures so your journey home is as comfortable as the adventure itself. | Quick Facts | Introduction to the Final Day. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-107,ready_for_generation,hero_image,15,Final Day & Departure from Vietnam,1349,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Allow extra travel time and use a private transfer or Grab when traveling with luggage. | CHAPTER 15 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: Senior-Friendly Advice | Allow extra travel time and use a private transfer or Grab when traveling with luggage. | CHAPTER 15 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-108,ready_for_generation,hero_image,15,Final Day & Departure from Vietnam,1374,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Bring reusable water bottle to refill after security if permitted. | CHAPTER 15 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: Budget Tip | Bring reusable water bottle to refill after security if permitted. | CHAPTER 15 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-109,ready_for_generation,timeline_graphic,15,Final Day & Departure from Vietnam,1376,[Timeline Graphic Placeholder],CHAPTER 15 – Block 2 | Airport Departure Timeline | Immigration → Security Screening → Departure Lounge → Last-Minute Shopping → Boarding → Return Flight,Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: CHAPTER 15 – Block 2 | Airport Departure Timeline | Immigration → Security Screening → Departure Lounge → Last-Minute Shopping → Boarding → Return Flight. Create a clean horizontal travel timeline showing the sequence of events already described in the nearby content. Use short labels and restrained colors.,False,Create as a clean horizontal itinerary timeline.
ASSET-110,ready_for_generation,hero_image,15,Final Day & Departure from Vietnam,1403,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Spend remaining Vietnamese Dong before departure where practical. | CHAPTER 15 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: Budget Tip | Spend remaining Vietnamese Dong before departure where practical. | CHAPTER 15 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-111,ready_for_generation,reflection_journal,15,Final Day & Departure from Vietnam,1405,[Reflection Journal Page Placeholder],"CHAPTER 15 – Block 3 | Travel Reflection | Take a few moments to record your favorite places, meals, photographs, memorable experiences, and lessons learned from your Northern Vietnam adventure.","Vietnam Adventure 2026 travel handbook. Context: Chapter 15: Final Day & Departure from Vietnam. Nearby handbook content: CHAPTER 15 – Block 3 | Travel Reflection | Take a few moments to record your favorite places, meals, photographs, memorable experiences, and lessons learned from your Northern Vietnam adventure.. Create a guided reflection page with a short prompt, generous writing space, and a restrained travel-handbook visual style.",False,Create as a spacious guided reflection page.
ASSET-112,ready_for_generation,hero_image,16,QR Navigation Directory,1445,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Spend or exchange remaining small VND before departure. | CHAPTER 16,"Vietnam Adventure 2026 travel handbook. Context: Chapter 16: QR Navigation Directory. Nearby handbook content: Budget Tip | Spend or exchange remaining small VND before departure. | CHAPTER 16. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-113,needs_input,qr_code,16,QR Navigation Directory,1447,[QR Code Directory Placeholder],"CHAPTER 16 | QR Navigation Directory | ""Every destination is easier to reach when reliable navigation is close at hand.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 16: QR Navigation Directory. Nearby handbook content: CHAPTER 16 | QR Navigation Directory | ""Every destination is easier to reach when reliable navigation is close at hand."". A verified destination URL is required before creating a QR code.",True,A verified destination URL is required before creating a QR code.
ASSET-114,ready_for_generation,navigation_panel,16,QR Navigation Directory,1450,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"""Every destination is easier to reach when reliable navigation is close at hand."" | Editor's Introduction | This chapter centralizes navigation resources used throughout the handbook. Replace each placeholder with the finalized QR code before departure and verify every destination in Google Maps.","Vietnam Adventure 2026 travel handbook. Context: Chapter 16: QR Navigation Directory. Nearby handbook content: ""Every destination is easier to reach when reliable navigation is close at hand."" | Editor's Introduction | This chapter centralizes navigation resources used throughout the handbook. Replace each placeholder with the finalized QR code before departure and verify every destination in Google Maps.. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-115,needs_input,publication_credits,16,QR Navigation Directory,1457,"Author: [Placeholder]
Publisher: [Placeholder]
Design & Layout: [Placeholder]",Acknowledgements | Prepared from the Editorial Reviewed manuscript and refined according to the approved Publisher Style Guide. | Credits,"Vietnam Adventure 2026 travel handbook. Context: Chapter 16: QR Navigation Directory. Nearby handbook content: Acknowledgements | Prepared from the Editorial Reviewed manuscript and refined according to the approved Publisher Style Guide. | Credits. Requires final author, publisher, and design-credit details.",True,"Requires final author, publisher, and design-credit details."
ASSET-116,needs_input,qr_code,16,QR Navigation Directory,1466,"Handbook Version: __________
Publication Date: __________
QR Code for Future Updates: [Placeholder]",Travel Tip | Download offline maps for Hanoi and Sa Pa and test every QR code before departure. | Closing Message,Vietnam Adventure 2026 travel handbook. Context: Chapter 16: QR Navigation Directory. Nearby handbook content: Travel Tip | Download offline maps for Hanoi and Sa Pa and test every QR code before departure. | Closing Message. A verified destination URL is required before creating a QR code.,True,A verified destination URL is required before creating a QR code.
